order_date,delivery_date,sku_id,product_name,category,quantity,outlet_id,outlet_name,channel,district,unit_cost,unit_price,cost,revenue
2025-12-15,2025-12-17,HTB-CW-001,Dark Choco Wafer 35g x24,Chocolate Wafers,2,R01001,KK Super Mart Petaling #18,Minimarket,Petaling,46.15,61.45,92.3,122.9
2025-12-19,2025-12-21,HTB-WS-004,Coffee Wafer Stick 47g x24,Wafer Sticks,3,R01001,KK Super Mart Petaling #18,Minimarket,Petaling,33.84,43.52,101.52,130.56
2025-12-19,2025-12-21,HTB-WS-005,Strawberry Wafer Stick 47g x24,Wafer Sticks,4,R01001,KK Super Mart Petaling #18,Minimarket,Petaling,34.67,47.39,138.68,189.56
2025-12-19,2025-12-21,HTB-LC-006,Vanilla Layer Cake 18g x24,Layer Cakes,2,R01001,KK Super Mart Petaling #18,Minimarket,Petaling,23.6,28.71,47.2,57.42
2025-12-19,2025-12-21,HTB-CC-005,Coconut Biscuit 75g x14,Cream Crackers,5,R01001,KK Super Mart Petaling #18,Minimarket,Petaling,50.44,73.51,252.2,367.55
2025-12-19,2025-12-21,HTB-CW-002,Milk Choco Wafer 35g x24,Chocolate Wafers,3,R01001,KK Super Mart Petaling #18,Minimarket,Petaling,45.79,65.7,137.37,197.1
2025-12-19,2025-12-21,HTB-PR-006,Durian Wafer Tin 107g x12,Premium,2,R01001,KK Super Mart Petaling #18,Minimarket,Petaling,121.85,156.04,243.7,312.08
2025-12-19,2025-12-21,HTB-WS-003,Hazelnut Wafer Stick 47g x24,Wafer Sticks,4,R01001,KK Super Mart Petaling #18,Minimarket,Petaling,37.41,44.64,149.64,178.56
2025-12-19,2025-12-21,HTB-CW-001,Dark Choco Wafer 35g x24,Chocolate Wafers,3,R01001,KK Super Mart Petaling #18,Minimarket,Petaling,47.43,62.6,142.29,187.8
2025-12-31,2026-01-02,HTB-LC-001,Choco Layer Cake 18g x24,Layer Cakes,2,R01002,KK Express Petaling #12,Convenience Store,Petaling,20.88,26.76,41.76,53.52
2025-12-31,2026-01-02,HTB-GP-005,Corporate Gift Box,Festive Gift Packs,1,R01002,KK Express Petaling #12,Convenience Store,Petaling,230.33,311.63,230.33,311.63
2025-12-31,2026-01-02,HTB-LC-004,Blueberry Layer Cake 18g x24,Layer Cakes,1,R01002,KK Express Petaling #12,Convenience Store,Petaling,24.72,28.55,24.72,28.55
2025-12-31,2026-01-02,HTB-PR-006,Durian Wafer Tin 107g x12,Premium,1,R01002,KK Express Petaling #12,Convenience Store,Petaling,128.55,162.93,128.55,162.93
2025-12-31,2026-01-02,HTB-CW-005,Hazelnut Choco Wafer 35g x24,Chocolate Wafers,2,R01002,KK Express Petaling #12,Convenience Store,Petaling,52.73,62.27,105.46,124.54
2025-12-31,2026-01-02,HTB-CW-001,Dark Choco Wafer 35g x24,Chocolate Wafers,2,R01002,KK Express Petaling #12,Convenience Store,Petaling,48.39,58.72,96.78,117.44
2025-12-31,2026-01-02,HTB-CC-003,Marie Biscuit 75g x14,Cream Crackers,1,R01002,KK Express Petaling #12,Convenience Store,Petaling,49.96,65.32,49.96,65.32
2025-12-06,2025-12-08,HTB-GP-002,Christmas Hamper Premium,Festive Gift Packs,1,R01002,KK Express Petaling #12,Convenience Store,Petaling,242.4,313.55,242.4,313.55
2025-12-06,2025-12-08,HTB-GP-001,Christmas Hamper Standard,Festive Gift Packs,1,R01002,KK Express Petaling #12,Convenience Store,Petaling,189.37,252.26,189.37,252.26
2025-12-06,2025-12-08,HTB-CW-004,Almond Choco Wafer 35g x24,Chocolate Wafers,2,R01002,KK Express Petaling #12,Convenience Store,Petaling,53.16,67.79,106.32,135.58
2025-12-06,2025-12-08,HTB-WS-004,Coffee Wafer Stick 47g x24,Wafer Sticks,2,R01002,KK Express Petaling #12,Convenience Store,Petaling,35.87,46.83,71.74,93.66
2025-12-06,2025-12-08,HTB-CW-003,White Choco Wafer 35g x24,Chocolate Wafers,2,R01002,KK Express Petaling #12,Convenience Store,Petaling,46.54,63.16,93.08,126.32
2025-12-06,2025-12-08,HTB-PR-005,Macadamia Cookie Tin 150g x12,Premium,2,R01002,KK Express Petaling #12,Convenience Store,Petaling,133.05,169.1,266.1,338.2
2025-12-06,2025-12-08,HTB-CW-005,Hazelnut Choco Wafer 35g x24,Chocolate Wafers,2,R01002,KK Express Petaling #12,Convenience Store,Petaling,52.49,64.1,104.98,128.2
2025-12-30,2026-01-01,HTB-PR-005,Macadamia Cookie Tin 150g x12,Premium,2,R01003,7-Eleven Petaling #04,Convenience Store,Petaling,134.53,169.29,269.06,338.58
2025-12-30,2026-01-01,HTB-LC-002,Strawberry Layer Cake 18g x24,Layer Cakes,1,R01003,7-Eleven Petaling #04,Convenience Store,Petaling,21.21,27.63,21.21,27.63
2025-12-30,2026-01-01,HTB-GP-004,CNY Reunion Box Premium,Festive Gift Packs,1,R01003,7-Eleven Petaling #04,Convenience Store,Petaling,231.36,311.49,231.36,311.49
2025-12-30,2026-01-01,HTB-CC-001,Love Letters 75g x14,Cream Crackers,3,R01003,7-Eleven Petaling #04,Convenience Store,Petaling,50.7,67.11,152.1,201.33
2025-12-30,2026-01-01,HTB-CW-001,Dark Choco Wafer 35g x24,Chocolate Wafers,3,R01003,7-Eleven Petaling #04,Convenience Store,Petaling,44.81,61.63,134.43,184.89
2025-12-30,2026-01-01,HTB-LC-005,Mocha Layer Cake 18g x24,Layer Cakes,3,R01003,7-Eleven Petaling #04,Convenience Store,Petaling,25.8,30.79,77.4,92.37
2025-12-16,2025-12-18,HTB-PR-001,Choco Lava Tin 107g x12,Premium,1,R01003,7-Eleven Petaling #04,Convenience Store,Petaling,115.35,144.35,115.35,144.35
2025-12-16,2025-12-18,HTB-LC-007,Mixed Flavour Layer Cake 18g x24,Layer Cakes,1,R01003,7-Eleven Petaling #04,Convenience Store,Petaling,27.8,33.42,27.8,33.42
2025-12-16,2025-12-18,HTB-PR-006,Durian Wafer Tin 107g x12,Premium,2,R01003,7-Eleven Petaling #04,Convenience Store,Petaling,129.71,157.35,259.42,314.7
2025-12-16,2025-12-18,HTB-GP-008,Luxe Gift Tin,Festive Gift Packs,1,R01003,7-Eleven Petaling #04,Convenience Store,Petaling,260.76,341.94,260.76,341.94
2025-12-16,2025-12-18,HTB-CW-004,Almond Choco Wafer 35g x24,Chocolate Wafers,2,R01003,7-Eleven Petaling #04,Convenience Store,Petaling,53.81,69.59,107.62,139.18
2025-12-16,2025-12-18,HTB-LC-003,Pandan Layer Cake 18g x24,Layer Cakes,3,R01003,7-Eleven Petaling #04,Convenience Store,Petaling,20.37,26.85,61.11,80.55
2025-12-21,2025-12-23,HTB-CW-002,Milk Choco Wafer 35g x24,Chocolate Wafers,1,R01003,7-Eleven Petaling #04,Convenience Store,Petaling,48.88,59.86,48.88,59.86
2025-12-21,2025-12-23,HTB-WS-002,Vanilla Wafer Stick 47g x24,Wafer Sticks,2,R01003,7-Eleven Petaling #04,Convenience Store,Petaling,35.15,45.58,70.3,91.16
2025-12-21,2025-12-23,HTB-GP-005,Corporate Gift Box,Festive Gift Packs,1,R01003,7-Eleven Petaling #04,Convenience Store,Petaling,235.75,294.34,235.75,294.34
2025-12-21,2025-12-23,HTB-WS-007,Tiramisu Wafer Stick 47g x24,Wafer Sticks,1,R01003,7-Eleven Petaling #04,Convenience Store,Petaling,38.16,50.79,38.16,50.79
2025-12-21,2025-12-23,HTB-LC-005,Mocha Layer Cake 18g x24,Layer Cakes,1,R01003,7-Eleven Petaling #04,Convenience Store,Petaling,24.64,28.1,24.64,28.1
2025-12-21,2025-12-23,HTB-GP-006,Kids Party Pack,Festive Gift Packs,1,R01003,7-Eleven Petaling #04,Convenience Store,Petaling,187.16,273.65,187.16,273.65
2025-12-21,2025-12-23,HTB-GP-003,CNY Reunion Box Standard,Festive Gift Packs,1,R01003,7-Eleven Petaling #04,Convenience Store,Petaling,196.48,265.23,196.48,265.23
2025-12-06,2025-12-08,HTB-LC-005,Mocha Layer Cake 18g x24,Layer Cakes,1,R01003,7-Eleven Petaling #04,Convenience Store,Petaling,24.37,29.81,24.37,29.81
2025-12-06,2025-12-08,HTB-PR-005,Macadamia Cookie Tin 150g x12,Premium,2,R01003,7-Eleven Petaling #04,Convenience Store,Petaling,139.18,160.87,278.36,321.74
2025-12-06,2025-12-08,HTB-PR-003,Matcha Premium Tin 107g x12,Premium,1,R01003,7-Eleven Petaling #04,Convenience Store,Petaling,122.82,159.16,122.82,159.16
2025-12-06,2025-12-08,HTB-CC-004,Digestive Biscuit 75g x14,Cream Crackers,2,R01003,7-Eleven Petaling #04,Convenience Store,Petaling,52.36,71.83,104.72,143.66
2025-12-06,2025-12-08,HTB-GP-001,Christmas Hamper Standard,Festive Gift Packs,1,R01003,7-Eleven Petaling #04,Convenience Store,Petaling,188.53,253.24,188.53,253.24
2025-12-03,2025-12-04,HTB-WS-003,Hazelnut Wafer Stick 47g x24,Wafer Sticks,18,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,35.36,46.72,636.48,840.96
2025-12-03,2025-12-04,HTB-LC-005,Mocha Layer Cake 18g x24,Layer Cakes,15,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,24.92,29.25,373.8,438.75
2025-12-03,2025-12-04,HTB-WS-002,Vanilla Wafer Stick 47g x24,Wafer Sticks,9,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,34.66,44.25,311.94,398.25
2025-12-03,2025-12-04,HTB-CW-004,Almond Choco Wafer 35g x24,Chocolate Wafers,7,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,52.12,65.79,364.84,460.53
2025-12-03,2025-12-04,HTB-GP-004,CNY Reunion Box Premium,Festive Gift Packs,4,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,254.95,313.73,1019.8,1254.92
2025-12-03,2025-12-04,HTB-CC-001,Love Letters 75g x14,Cream Crackers,9,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,54.47,68.35,490.23,615.15
2025-12-03,2025-12-04,HTB-CC-005,Coconut Biscuit 75g x14,Cream Crackers,15,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,53.34,70.28,800.1,1054.2
2025-12-03,2025-12-04,HTB-CW-005,Hazelnut Choco Wafer 35g x24,Chocolate Wafers,18,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,52.02,65.29,936.36,1175.22
2025-12-03,2025-12-04,HTB-PR-004,Truffle Biscuit Box 120g x12,Premium,9,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,133.02,169.42,1197.18,1524.78
2025-12-03,2025-12-04,HTB-CW-003,White Choco Wafer 35g x24,Chocolate Wafers,11,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,49.6,62.81,545.6,690.91
2025-12-03,2025-12-04,HTB-CW-006,Peanut Choco Wafer 35g x24,Chocolate Wafers,8,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,46.93,63.86,375.44,510.88
2025-12-03,2025-12-04,HTB-WS-007,Tiramisu Wafer Stick 47g x24,Wafer Sticks,8,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,37.4,49.34,299.2,394.72
2025-12-03,2025-12-04,HTB-LC-004,Blueberry Layer Cake 18g x24,Layer Cakes,18,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,25.05,30.3,450.9,545.4
2025-12-03,2025-12-04,HTB-CC-006,Salted Cracker 75g x14,Cream Crackers,5,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,53.07,69.8,265.35,349.0
2025-12-03,2025-12-04,HTB-CC-003,Marie Biscuit 75g x14,Cream Crackers,13,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,51.65,67.26,671.45,874.38
2025-12-03,2025-12-04,HTB-PR-002,Seaweed Wafer Tin 107g x12,Premium,9,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,110.43,150.47,993.87,1354.23
2025-12-03,2025-12-04,HTB-GP-003,CNY Reunion Box Standard,Festive Gift Packs,5,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,208.43,270.53,1042.15,1352.65
2025-12-03,2025-12-04,HTB-CC-004,Digestive Biscuit 75g x14,Cream Crackers,17,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,57.22,72.53,972.74,1233.01
2025-12-03,2025-12-04,HTB-GP-005,Corporate Gift Box,Festive Gift Packs,2,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,212.09,312.23,424.18,624.46
2025-12-03,2025-12-04,HTB-LC-007,Mixed Flavour Layer Cake 18g x24,Layer Cakes,17,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,24.37,32.12,414.29,546.04
2025-12-03,2025-12-04,HTB-PR-003,Matcha Premium Tin 107g x12,Premium,11,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,121.3,156.82,1334.3,1725.02
2025-12-03,2025-12-04,HTB-CW-001,Dark Choco Wafer 35g x24,Chocolate Wafers,7,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,45.87,60.6,321.09,424.2
2025-12-03,2025-12-04,HTB-WS-001,Choco Wafer Stick 47g x24,Wafer Sticks,6,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,35.53,42.93,213.18,257.58
2025-12-03,2025-12-04,HTB-PR-006,Durian Wafer Tin 107g x12,Premium,12,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,125.11,155.44,1501.32,1865.28
2025-12-18,2025-12-19,HTB-WS-007,Tiramisu Wafer Stick 47g x24,Wafer Sticks,8,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,39.06,47.74,312.48,381.92
2025-12-18,2025-12-19,HTB-GP-001,Christmas Hamper Standard,Festive Gift Packs,5,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,180.15,272.41,900.75,1362.05
2025-12-18,2025-12-19,HTB-WS-001,Choco Wafer Stick 47g x24,Wafer Sticks,12,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,32.52,45.2,390.24,542.4
2025-12-18,2025-12-19,HTB-CC-003,Marie Biscuit 75g x14,Cream Crackers,16,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,51.0,68.67,816.0,1098.72
2025-12-18,2025-12-19,HTB-PR-002,Seaweed Wafer Tin 107g x12,Premium,4,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,111.08,162.24,444.32,648.96
2025-12-18,2025-12-19,HTB-GP-006,Kids Party Pack,Festive Gift Packs,3,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,188.72,263.79,566.16,791.37
2025-12-18,2025-12-19,HTB-CW-005,Hazelnut Choco Wafer 35g x24,Chocolate Wafers,17,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,53.17,66.61,903.89,1132.37
2025-12-18,2025-12-19,HTB-PR-006,Durian Wafer Tin 107g x12,Premium,5,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,125.64,158.35,628.2,791.75
2025-12-18,2025-12-19,HTB-CW-006,Peanut Choco Wafer 35g x24,Chocolate Wafers,10,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,48.43,67.73,484.3,677.3
2025-12-18,2025-12-19,HTB-LC-002,Strawberry Layer Cake 18g x24,Layer Cakes,16,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,23.21,28.47,371.36,455.52
2025-12-18,2025-12-19,HTB-GP-003,CNY Reunion Box Standard,Festive Gift Packs,6,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,191.76,285.33,1150.56,1711.98
2025-12-18,2025-12-19,HTB-WS-006,Matcha Wafer Stick 47g x24,Wafer Sticks,7,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,37.74,48.4,264.18,338.8
2025-12-18,2025-12-19,HTB-GP-007,Assorted Sampler Box,Festive Gift Packs,7,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,209.89,285.86,1469.23,2001.02
2025-12-18,2025-12-19,HTB-PR-005,Macadamia Cookie Tin 150g x12,Premium,4,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,128.32,175.58,513.28,702.32
2025-12-18,2025-12-19,HTB-LC-001,Choco Layer Cake 18g x24,Layer Cakes,11,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,22.04,26.46,242.44,291.06
2025-12-18,2025-12-19,HTB-LC-007,Mixed Flavour Layer Cake 18g x24,Layer Cakes,9,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,27.62,31.4,248.58,282.6
2025-12-18,2025-12-19,HTB-WS-003,Hazelnut Wafer Stick 47g x24,Wafer Sticks,11,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,34.95,44.88,384.45,493.68
2025-12-18,2025-12-19,HTB-CC-005,Coconut Biscuit 75g x14,Cream Crackers,7,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,51.04,66.38,357.28,464.66
2025-12-18,2025-12-19,HTB-LC-005,Mocha Layer Cake 18g x24,Layer Cakes,20,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,22.71,31.09,454.2,621.8
2025-12-17,2025-12-18,HTB-PR-003,Matcha Premium Tin 107g x12,Premium,4,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,127.48,151.53,509.92,606.12
2025-12-17,2025-12-18,HTB-GP-005,Corporate Gift Box,Festive Gift Packs,9,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,228.45,305.21,2056.05,2746.89
2025-12-17,2025-12-18,HTB-CC-001,Love Letters 75g x14,Cream Crackers,6,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,53.48,73.59,320.88,441.54
2025-12-17,2025-12-18,HTB-GP-006,Kids Party Pack,Festive Gift Packs,5,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,188.99,274.29,944.95,1371.45
2025-12-17,2025-12-18,HTB-WS-003,Hazelnut Wafer Stick 47g x24,Wafer Sticks,9,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,35.29,46.85,317.61,421.65
2025-12-17,2025-12-18,HTB-GP-008,Luxe Gift Tin,Festive Gift Packs,7,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,278.73,343.52,1951.11,2404.64
2025-12-17,2025-12-18,HTB-LC-005,Mocha Layer Cake 18g x24,Layer Cakes,10,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,25.93,28.34,259.3,283.4
2025-12-17,2025-12-18,HTB-PR-005,Macadamia Cookie Tin 150g x12,Premium,13,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,125.59,174.15,1632.67,2263.95
2025-12-17,2025-12-18,HTB-GP-003,CNY Reunion Box Standard,Festive Gift Packs,8,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,200.48,278.29,1603.84,2226.32
2025-12-17,2025-12-18,HTB-GP-007,Assorted Sampler Box,Festive Gift Packs,9,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,209.32,284.9,1883.88,2564.1
2025-12-17,2025-12-18,HTB-GP-004,CNY Reunion Box Premium,Festive Gift Packs,3,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,253.23,337.16,759.69,1011.48
2025-12-17,2025-12-18,HTB-CC-006,Salted Cracker 75g x14,Cream Crackers,7,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,52.74,67.18,369.18,470.26
2025-12-17,2025-12-18,HTB-WS-002,Vanilla Wafer Stick 47g x24,Wafer Sticks,17,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,33.32,45.35,566.44,770.95
2025-12-17,2025-12-18,HTB-CW-005,Hazelnut Choco Wafer 35g x24,Chocolate Wafers,9,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,49.7,67.79,447.3,610.11
2025-12-17,2025-12-18,HTB-LC-002,Strawberry Layer Cake 18g x24,Layer Cakes,9,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,21.33,28.33,191.97,254.97
2025-12-17,2025-12-18,HTB-WS-005,Strawberry Wafer Stick 47g x24,Wafer Sticks,17,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,35.67,43.86,606.39,745.62
2025-12-17,2025-12-18,HTB-CW-003,White Choco Wafer 35g x24,Chocolate Wafers,7,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,46.77,65.67,327.39,459.69
2025-12-17,2025-12-18,HTB-LC-003,Pandan Layer Cake 18g x24,Layer Cakes,15,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,21.24,27.51,318.6,412.65
2025-12-17,2025-12-18,HTB-PR-004,Truffle Biscuit Box 120g x12,Premium,4,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,132.2,168.4,528.8,673.6
2025-12-17,2025-12-18,HTB-CW-001,Dark Choco Wafer 35g x24,Chocolate Wafers,16,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,47.88,61.39,766.08,982.24
2025-12-17,2025-12-18,HTB-GP-001,Christmas Hamper Standard,Festive Gift Packs,5,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,180.36,259.27,901.8,1296.35
2025-12-17,2025-12-18,HTB-PR-006,Durian Wafer Tin 107g x12,Premium,7,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,120.13,165.32,840.91,1157.24
2025-12-17,2025-12-18,HTB-PR-001,Choco Lava Tin 107g x12,Premium,4,R01004,Jaya Grocer Petaling #65,Supermarket,Petaling,108.4,142.75,433.6,571.0
