enquiry_id,listing_id,datetime,source,contact_method,campaign,move_in_days,qualified,responded,first_response_min,after_hours,viewing_booked,viewing_attended,outcome,month
E00039,L01,2025-12-11 12:48:00,google_ads,phone_call,G-Search WholeUnits Cheras/KL,37,False,True,81.4,False,False,False,lowball,2025-12
E00040,L01,2025-12-11 13:54:00,meta_ads,lead_form,Meta Rooms YoungPro,25,False,True,60.4,False,False,False,budget_mismatch,2025-12
E00041,L03,2025-12-11 13:56:00,mudah,phone_call,,16,False,True,65.9,False,False,False,requirement_mismatch,2025-12
E00042,L03,2025-12-11 15:51:00,mudah,portal_chat,,69,False,False,,False,False,False,unanswered,2025-12
E00043,L07,2025-12-11 16:54:00,google_ads,lead_form,G-Search WholeUnits Cheras/KL,46,False,True,8.0,False,False,False,no_reply,2025-12
E00044,L01,2025-12-11 18:18:00,propertyguru,portal_chat,,38,False,True,57.3,False,False,False,budget_mismatch,2025-12
E00045,L03,2025-12-11 18:46:00,mudah,portal_chat,,42,False,True,13.0,False,False,False,requirement_mismatch,2025-12
E00046,L01,2025-12-11 21:06:00,mudah,portal_chat,,69,False,True,87.5,True,False,False,budget_mismatch,2025-12
E00047,L06,2025-12-12 09:37:00,propertyguru,portal_chat,,28,True,True,47.6,False,True,True,viewing_pipeline,2025-12
E00048,L02,2025-12-12 09:56:00,referral,whatsapp,,16,True,True,24.9,False,True,True,lost_to_other,2025-12
E00049,L06,2025-12-12 11:04:00,mudah,phone_call,,26,False,False,,False,False,False,unanswered,2025-12
E00050,L06,2025-12-12 16:02:00,mudah,phone_call,,35,False,True,32.6,False,False,False,no_reply,2025-12
E00051,L03,2025-12-12 17:22:00,propertyguru,whatsapp,,29,False,True,54.7,False,False,False,no_reply,2025-12
E00052,L07,2025-12-12 19:56:00,propertyguru,portal_chat,,77,False,True,31.8,False,False,False,lowball,2025-12
E00053,L03,2025-12-13 14:20:00,mudah,portal_chat,,31,False,True,52.6,True,False,False,lowball,2025-12
E00054,L02,2025-12-13 17:21:00,propertyguru,whatsapp,,19,True,True,239.5,True,False,False,no_reply,2025-12
E00055,L01,2025-12-14 16:16:00,propertyguru,portal_chat,,21,True,True,157.2,True,True,True,lost_to_other,2025-12
E00056,L02,2025-12-14 17:18:00,mudah,phone_call,,38,False,True,49.1,True,False,False,requirement_mismatch,2025-12
E00057,L03,2025-12-14 20:07:00,referral,whatsapp,,17,True,True,105.4,True,True,True,lost_to_other,2025-12
E00058,L03,2025-12-15 11:28:00,mudah,portal_chat,,52,False,True,9.9,False,False,False,requirement_mismatch,2025-12
E00059,L02,2025-12-15 13:01:00,referral,whatsapp,,23,True,True,61.3,False,True,True,still_open,2025-12
E00060,L01,2025-12-15 13:18:00,propertyguru,portal_chat,,24,False,True,17.2,False,False,False,lowball,2025-12
E00061,L03,2025-12-15 15:00:00,mudah,portal_chat,,47,False,True,21.8,False,False,False,no_reply,2025-12
E00062,L03,2025-12-15 15:11:00,mudah,portal_chat,,61,False,True,8.7,False,False,False,budget_mismatch,2025-12
E00063,L04,2025-12-15 15:51:00,meta_ads,lead_form,Meta Studio Budget,15,False,True,23.6,False,False,False,requirement_mismatch,2025-12
E00064,L02,2025-12-15 16:51:00,propertyguru,whatsapp,,18,True,True,26.7,False,True,True,still_open,2025-12
E00065,L06,2025-12-15 17:51:00,meta_ads,whatsapp,Meta Rooms YoungPro,58,False,True,24.8,False,False,False,no_reply,2025-12
E00066,L01,2025-12-15 19:51:00,referral,whatsapp,,24,True,True,23.5,False,False,False,still_open,2025-12
E00067,L02,2025-12-16 09:58:00,meta_ads,lead_form,Meta Rooms YoungPro,12,True,True,5.1,False,False,False,no_reply,2025-12
E00068,L06,2025-12-16 10:42:00,mudah,portal_chat,,19,False,True,52.1,False,False,False,lowball,2025-12
E00069,L07,2025-12-16 11:08:00,propertyguru,portal_chat,,19,True,True,42.2,False,True,True,lost_to_other,2025-12
E00070,L07,2025-12-16 13:02:00,referral,whatsapp,,21,False,True,68.6,False,False,False,budget_mismatch,2025-12
E00071,L03,2025-12-16 13:17:00,propertyguru,portal_chat,,61,False,True,110.6,False,False,False,budget_mismatch,2025-12
E00072,L06,2025-12-16 14:09:00,referral,whatsapp,,9,True,True,100.9,False,True,True,still_open,2025-12
E00073,L03,2025-12-16 15:47:00,propertyguru,portal_chat,,39,False,True,12.7,False,False,False,budget_mismatch,2025-12
E00074,L07,2025-12-16 15:56:00,meta_ads,lead_form,Meta Rooms YoungPro,55,False,True,110.6,False,False,False,no_reply,2025-12
E00075,L03,2025-12-16 16:03:00,mudah,phone_call,,26,False,True,14.1,False,False,False,requirement_mismatch,2025-12
E00076,L06,2025-12-16 17:20:00,mudah,phone_call,,32,False,True,145.6,False,False,False,no_reply,2025-12
E00077,L07,2025-12-16 17:38:00,referral,whatsapp,,21,False,True,38.4,False,False,False,requirement_mismatch,2025-12
E00078,L03,2025-12-16 18:11:00,google_ads,whatsapp,G-Search Rooms MRT,15,True,True,12.0,False,True,False,no_show,2025-12
E00079,L07,2025-12-16 18:31:00,google_ads,whatsapp,G-Search WholeUnits Cheras/KL,16,True,True,73.8,False,True,True,lost_to_other,2025-12
E00080,L07,2025-12-16 18:42:00,mudah,portal_chat,,20,False,True,13.6,False,False,False,lowball,2025-12
E00081,L03,2025-12-16 19:42:00,meta_ads,lead_form,Meta Rooms YoungPro,34,False,False,,False,False,False,unanswered,2025-12
E00082,L03,2025-12-16 19:43:00,mudah,portal_chat,,4,False,True,37.4,False,False,False,no_reply,2025-12
E00083,L04,2025-12-16 20:57:00,propertyguru,portal_chat,,39,False,True,45.9,True,False,False,no_reply,2025-12
E00084,L07,2025-12-16 22:45:00,mudah,portal_chat,,39,False,True,66.3,True,False,False,no_reply,2025-12
E00085,L02,2025-12-17 09:28:00,meta_ads,whatsapp,Meta Rooms YoungPro,11,True,True,30.1,False,False,False,budget_mismatch,2025-12
E00086,L07,2025-12-17 10:48:00,propertyguru,portal_chat,,14,True,True,16.4,False,False,False,no_reply,2025-12
E00087,L04,2025-12-17 11:29:00,mudah,portal_chat,,56,False,True,73.0,False,False,False,no_reply,2025-12
E00088,L07,2025-12-17 12:35:00,referral,phone_call,,31,False,True,32.9,False,False,False,lowball,2025-12
E00089,L07,2025-12-17 12:44:00,propertyguru,whatsapp,,30,True,False,,False,False,False,unanswered,2025-12
E00090,L01,2025-12-17 12:44:00,propertyguru,portal_chat,,16,False,True,25.1,False,False,False,no_reply,2025-12
E00091,L07,2025-12-17 13:31:00,mudah,portal_chat,,11,False,True,7.6,False,False,False,lowball,2025-12
E00092,L03,2025-12-17 15:30:00,meta_ads,lead_form,Meta Rooms YoungPro,50,False,True,81.3,False,False,False,requirement_mismatch,2025-12
E00093,L03,2025-12-17 16:03:00,mudah,portal_chat,,69,False,True,102.0,False,False,False,no_reply,2025-12
E00094,L02,2025-12-17 16:11:00,mudah,portal_chat,,34,False,True,20.0,False,False,False,requirement_mismatch,2025-12
E00095,L04,2025-12-17 16:46:00,propertyguru,whatsapp,,21,True,False,,False,False,False,unanswered,2025-12
E00096,L04,2025-12-17 17:01:00,mudah,portal_chat,,22,False,True,9.5,False,False,False,no_reply,2025-12
E00097,L06,2025-12-17 19:25:00,referral,phone_call,,54,False,True,109.8,False,False,False,requirement_mismatch,2025-12
E00098,L02,2025-12-17 20:54:00,referral,whatsapp,,48,False,True,40.3,True,False,False,lowball,2025-12
E00099,L06,2025-12-18 10:43:00,propertyguru,portal_chat,,34,False,True,26.3,False,False,False,lowball,2025-12
E00100,L06,2025-12-18 10:46:00,propertyguru,portal_chat,,18,True,True,11.0,False,False,False,budget_mismatch,2025-12
E00101,L06,2025-12-18 12:44:00,mudah,portal_chat,,51,False,True,185.4,False,False,False,requirement_mismatch,2025-12
E00102,L01,2025-12-18 13:41:00,propertyguru,portal_chat,,40,False,True,53.1,False,False,False,lowball,2025-12
E00103,L03,2025-12-18 13:50:00,meta_ads,phone_call,Meta Rooms YoungPro,45,False,True,37.3,False,False,False,requirement_mismatch,2025-12
E00104,L07,2025-12-18 15:44:00,google_ads,whatsapp,G-Search WholeUnits Cheras/KL,35,False,True,123.2,False,False,False,lowball,2025-12
E00105,L02,2025-12-18 16:23:00,mudah,phone_call,,10,True,True,51.1,False,False,False,no_reply,2025-12
E00106,L01,2025-12-18 20:14:00,propertyguru,phone_call,,21,True,True,882.4,True,True,False,no_show,2025-12
E00107,L03,2025-12-18 22:15:00,mudah,phone_call,,62,False,True,73.2,True,False,False,lowball,2025-12
E00108,L07,2025-12-19 11:13:00,propertyguru,portal_chat,,74,False,True,8.8,False,False,False,no_reply,2025-12
E00109,L07,2025-12-19 14:07:00,mudah,phone_call,,47,False,True,26.9,False,False,False,no_reply,2025-12
E00110,L06,2025-12-19 14:39:00,mudah,portal_chat,,45,False,True,5.8,False,False,False,no_reply,2025-12
E00111,L07,2025-12-19 15:34:00,mudah,phone_call,,40,False,True,23.8,False,False,False,no_reply,2025-12
E00112,L07,2025-12-19 15:51:00,google_ads,whatsapp,G-Search WholeUnits Cheras/KL,19,True,True,60.2,False,True,True,viewing_pipeline,2025-12
E00113,L02,2025-12-19 18:09:00,mudah,portal_chat,,17,True,True,33.3,False,False,False,still_open,2025-12
E00114,L06,2025-12-19 19:57:00,propertyguru,portal_chat,,48,False,True,7.8,False,False,False,lowball,2025-12
E00115,L02,2025-12-20 10:02:00,propertyguru,portal_chat,,39,False,True,67.9,True,False,False,lowball,2025-12
E00116,L06,2025-12-20 14:12:00,mudah,portal_chat,,52,False,True,74.6,True,False,False,no_reply,2025-12
E00117,L02,2025-12-20 15:05:00,mudah,phone_call,,14,True,False,,True,False,False,unanswered,2025-12
E00118,L03,2025-12-20 17:03:00,google_ads,lead_form,G-Search Rooms MRT,13,True,True,70.8,True,True,True,viewing_pipeline,2025-12
E00119,L07,2025-12-20 19:41:00,meta_ads,lead_form,Meta Rooms YoungPro,55,False,True,118.0,True,False,False,budget_mismatch,2025-12
E00120,L10,2025-12-21 13:34:00,meta_ads,whatsapp,Meta Studio Budget,16,True,True,36.8,True,False,False,still_open,2025-12
E00121,L06,2025-12-21 21:41:00,meta_ads,lead_form,Meta Rooms YoungPro,73,False,True,13.4,True,False,False,no_reply,2025-12
E00122,L10,2025-12-22 10:33:00,google_ads,phone_call,G-Search Studios MRT,43,False,True,44.9,False,False,False,budget_mismatch,2025-12
E00123,L06,2025-12-22 11:26:00,mudah,whatsapp,,34,False,True,26.2,False,False,False,requirement_mismatch,2025-12
E00124,L07,2025-12-22 12:06:00,referral,whatsapp,,21,True,True,9.3,False,True,True,lost_to_other,2025-12
E00125,L03,2025-12-22 12:34:00,mudah,portal_chat,,31,False,True,58.8,False,False,False,budget_mismatch,2025-12
E00126,L06,2025-12-22 12:46:00,mudah,portal_chat,,50,False,True,13.9,False,False,False,lowball,2025-12
E00127,L03,2025-12-22 13:08:00,google_ads,whatsapp,G-Search Rooms MRT,62,False,True,4.4,False,False,False,lowball,2025-12
E00128,L07,2025-12-22 15:34:00,referral,whatsapp,,46,False,True,54.2,False,False,False,lowball,2025-12
E00129,L01,2025-12-22 16:28:00,google_ads,lead_form,G-Search WholeUnits Cheras/KL,17,True,True,15.5,False,False,False,no_reply,2025-12
E00130,L07,2025-12-22 17:02:00,google_ads,phone_call,G-Search WholeUnits Cheras/KL,7,True,True,35.4,False,True,True,viewing_pipeline,2025-12
E00131,L10,2025-12-22 19:27:00,mudah,portal_chat,,10,False,True,20.6,False,False,False,no_reply,2025-12
E00132,L07,2025-12-22 22:43:00,meta_ads,lead_form,Meta Rooms YoungPro,38,False,True,212.2,True,False,False,no_reply,2025-12
E00133,L07,2025-12-23 09:15:00,google_ads,whatsapp,G-Search WholeUnits Cheras/KL,45,False,True,17.0,False,False,False,budget_mismatch,2025-12
E00134,L10,2025-12-23 12:18:00,mudah,portal_chat,,31,False,True,326.5,False,False,False,lowball,2025-12
E00135,L07,2025-12-23 13:10:00,mudah,portal_chat,,22,False,True,23.3,False,False,False,lowball,2025-12
E00136,L01,2025-12-23 13:28:00,propertyguru,phone_call,,68,False,True,37.7,False,False,False,budget_mismatch,2025-12
E00137,L06,2025-12-23 15:41:00,mudah,phone_call,,10,True,True,17.3,False,False,False,still_open,2025-12
E00138,L03,2025-12-23 16:42:00,propertyguru,phone_call,,16,False,True,4.4,False,False,False,lowball,2025-12
E00139,L01,2025-12-23 18:00:00,google_ads,phone_call,G-Search WholeUnits Cheras/KL,13,True,True,13.0,False,True,True,viewing_pipeline,2025-12
E00140,L06,2025-12-23 18:07:00,meta_ads,lead_form,Meta Rooms YoungPro,50,False,True,10.2,False,False,False,requirement_mismatch,2025-12
E00141,L02,2025-12-23 18:35:00,propertyguru,portal_chat,,15,True,False,,False,False,False,unanswered,2025-12
E00142,L10,2025-12-23 18:49:00,referral,whatsapp,,20,True,True,34.1,False,True,True,viewing_pipeline,2025-12
E00143,L07,2025-12-23 21:24:00,google_ads,whatsapp,G-Search WholeUnits Cheras/KL,24,True,True,84.8,True,True,False,no_show,2025-12
E00144,L02,2025-12-23 22:07:00,mudah,phone_call,,23,False,True,171.9,True,False,False,requirement_mismatch,2025-12
E00145,L07,2025-12-24 09:20:00,propertyguru,whatsapp,,83,False,True,12.8,False,False,False,requirement_mismatch,2025-12
E00146,L03,2025-12-24 09:25:00,meta_ads,phone_call,Meta Rooms YoungPro,12,True,True,30.4,False,False,False,no_reply,2025-12
E00147,L06,2025-12-24 12:11:00,meta_ads,lead_form,Meta Rooms YoungPro,36,False,True,107.6,False,False,False,requirement_mismatch,2025-12
E00148,L06,2025-12-24 13:29:00,meta_ads,lead_form,Meta Rooms YoungPro,14,True,True,43.2,False,False,False,budget_mismatch,2025-12
E00149,L04,2025-12-24 15:01:00,propertyguru,whatsapp,,25,True,False,,False,False,False,unanswered,2025-12
E00150,L01,2025-12-24 19:24:00,mudah,phone_call,,9,True,True,30.8,False,False,False,budget_mismatch,2025-12
E00151,L10,2025-12-24 20:20:00,google_ads,whatsapp,G-Search Studios MRT,53,False,True,143.7,True,False,False,no_reply,2025-12
E00152,L03,2025-12-24 21:38:00,mudah,portal_chat,,79,False,False,,True,False,False,unanswered,2025-12
E00153,L02,2025-12-25 09:33:00,meta_ads,lead_form,Meta Rooms YoungPro,19,False,True,26.1,False,False,False,no_reply,2025-12
E00154,L07,2025-12-25 13:34:00,mudah,portal_chat,,35,False,True,103.7,False,False,False,no_reply,2025-12
E00155,L06,2025-12-25 15:24:00,meta_ads,lead_form,Meta Rooms YoungPro,38,False,True,31.7,False,False,False,no_reply,2025-12
E00156,L02,2025-12-25 15:24:00,meta_ads,phone_call,Meta Rooms YoungPro,16,True,True,24.0,False,False,False,no_reply,2025-12
E00157,L06,2025-12-25 15:28:00,meta_ads,whatsapp,Meta Rooms YoungPro,19,True,True,110.7,False,True,True,viewing_pipeline,2025-12
E00158,L02,2025-12-25 17:37:00,mudah,portal_chat,,45,False,True,82.0,False,False,False,budget_mismatch,2025-12
E00159,L01,2025-12-25 18:11:00,propertyguru,portal_chat,,10,True,True,126.7,False,True,True,still_open,2025-12
E00160,L07,2025-12-25 18:11:00,propertyguru,portal_chat,,67,False,True,9.4,False,False,False,lowball,2025-12
E00161,L10,2025-12-25 18:32:00,meta_ads,lead_form,Meta Studio Budget,30,False,True,53.7,False,False,False,requirement_mismatch,2025-12
E00162,L10,2025-12-25 19:10:00,propertyguru,whatsapp,,18,True,True,20.7,False,False,False,still_open,2025-12
E00163,L03,2025-12-25 19:37:00,meta_ads,whatsapp,Meta Rooms YoungPro,81,False,True,77.2,False,False,False,budget_mismatch,2025-12
E00164,L03,2025-12-26 10:14:00,mudah,portal_chat,,68,False,True,22.4,False,False,False,budget_mismatch,2025-12
E00165,L02,2025-12-26 10:14:00,mudah,phone_call,,16,True,True,121.1,False,True,False,no_show,2025-12
E00166,L07,2025-12-26 10:33:00,google_ads,whatsapp,G-Search WholeUnits Cheras/KL,12,True,True,119.0,False,False,False,no_reply,2025-12
E00167,L02,2025-12-26 12:01:00,meta_ads,lead_form,Meta Rooms YoungPro,31,False,True,7.4,False,False,False,requirement_mismatch,2025-12
E00168,L02,2025-12-26 12:51:00,mudah,portal_chat,,35,False,False,,False,False,False,unanswered,2025-12
E00169,L06,2025-12-26 14:48:00,mudah,portal_chat,,59,False,True,41.6,False,False,False,no_reply,2025-12
E00170,L07,2025-12-26 16:33:00,mudah,portal_chat,,69,False,False,,False,False,False,unanswered,2025-12
E00171,L04,2025-12-26 16:38:00,mudah,portal_chat,,65,False,True,27.6,False,False,False,lowball,2025-12
E00172,L07,2025-12-26 17:28:00,propertyguru,whatsapp,,21,True,True,18.1,False,False,False,still_open,2025-12
E00173,L07,2025-12-26 18:02:00,propertyguru,whatsapp,,18,True,True,49.7,False,False,False,no_reply,2025-12
E00174,L01,2025-12-26 19:56:00,google_ads,lead_form,G-Search WholeUnits Cheras/KL,16,True,True,25.5,False,True,True,lost_to_other,2025-12
E00175,L03,2025-12-26 21:41:00,google_ads,whatsapp,G-Search Rooms MRT,30,True,True,11.6,True,True,True,viewing_pipeline,2025-12
E00176,L07,2025-12-27 20:07:00,mudah,whatsapp,,24,False,True,208.6,True,False,False,no_reply,2025-12
E00177,L07,2025-12-27 21:01:00,meta_ads,whatsapp,Meta Rooms YoungPro,22,True,False,,True,False,False,unanswered,2025-12
E00178,L02,2025-12-28 10:59:00,mudah,whatsapp,,14,False,True,113.9,True,False,False,no_reply,2025-12
E00179,L03,2025-12-28 11:30:00,mudah,portal_chat,,55,False,True,94.0,True,False,False,requirement_mismatch,2025-12
E00180,L07,2025-12-28 19:54:00,meta_ads,lead_form,Meta Rooms YoungPro,8,True,False,,True,False,False,unanswered,2025-12
E00181,L07,2025-12-28 21:24:00,google_ads,whatsapp,G-Search WholeUnits Cheras/KL,17,True,True,104.8,True,True,True,still_open,2025-12
E00182,L03,2025-12-29 09:11:00,meta_ads,whatsapp,Meta Rooms YoungPro,26,False,True,70.8,False,False,False,lowball,2025-12
E00183,L10,2025-12-29 09:36:00,meta_ads,whatsapp,Meta Studio Budget,31,False,True,17.5,False,False,False,no_reply,2025-12
E00184,L03,2025-12-29 10:12:00,mudah,portal_chat,,31,False,True,28.1,False,False,False,requirement_mismatch,2025-12
E00185,L06,2025-12-29 10:41:00,google_ads,phone_call,G-Search Rooms MRT,34,False,True,14.9,False,False,False,budget_mismatch,2025-12
E00186,L02,2025-12-29 11:01:00,meta_ads,lead_form,Meta Rooms YoungPro,56,False,True,17.7,False,False,False,lowball,2025-12
E00187,L07,2025-12-29 13:38:00,google_ads,whatsapp,G-Search WholeUnits Cheras/KL,14,True,True,93.2,False,True,True,tenancy_signed,2025-12
E00188,L03,2025-12-29 14:36:00,mudah,portal_chat,,73,False,True,27.1,False,False,False,no_reply,2025-12
E00189,L02,2025-12-29 15:40:00,referral,whatsapp,,25,False,True,13.3,False,False,False,no_reply,2025-12
E00190,L10,2025-12-29 20:44:00,mudah,portal_chat,,50,False,True,158.6,True,False,False,requirement_mismatch,2025-12
E00191,L10,2025-12-30 14:07:00,mudah,phone_call,,49,False,True,59.8,False,False,False,budget_mismatch,2025-12
E00192,L06,2025-12-30 15:12:00,mudah,portal_chat,,18,False,True,22.7,False,False,False,requirement_mismatch,2025-12
E00193,L03,2025-12-30 19:17:00,referral,whatsapp,,16,True,True,47.2,False,True,False,no_show,2025-12
E00194,L10,2025-12-31 10:08:00,propertyguru,whatsapp,,37,False,True,12.5,False,False,False,budget_mismatch,2025-12
E00195,L01,2025-12-31 10:18:00,propertyguru,portal_chat,,24,True,True,11.1,False,True,False,no_show,2025-12
E00196,L02,2025-12-31 10:52:00,referral,phone_call,,30,True,True,14.7,False,True,True,still_open,2025-12
E00197,L02,2025-12-31 12:14:00,meta_ads,lead_form,Meta Rooms YoungPro,43,False,True,12.2,False,False,False,requirement_mismatch,2025-12
E00198,L07,2025-12-31 12:44:00,propertyguru,whatsapp,,53,False,True,45.8,False,False,False,lowball,2025-12
E00199,L02,2025-12-31 15:26:00,mudah,portal_chat,,16,True,True,13.2,False,False,False,no_reply,2025-12
E00200,L07,2025-12-31 16:31:00,propertyguru,portal_chat,,26,True,True,26.3,False,True,True,lost_to_other,2025-12
E00201,L10,2025-12-31 21:45:00,mudah,phone_call,,32,False,True,126.2,True,False,False,no_reply,2025-12
E00202,L06,2026-01-01 17:29:00,meta_ads,whatsapp,Meta Rooms YoungPro,33,False,True,33.0,False,False,False,lowball,2026-01
E00203,L03,2026-01-01 18:11:00,mudah,portal_chat,,31,False,False,,False,False,False,unanswered,2026-01
E00204,L02,2026-01-02 11:37:00,mudah,portal_chat,,50,False,True,52.1,False,False,False,no_reply,2026-01
E00205,L03,2026-01-02 12:40:00,meta_ads,lead_form,Meta Rooms YoungPro,41,False,False,,False,False,False,unanswered,2026-01
E00206,L10,2026-01-02 12:41:00,google_ads,lead_form,G-Search Studios MRT,23,True,True,34.2,False,True,True,lost_to_other,2026-01
E00207,L06,2026-01-02 13:05:00,mudah,phone_call,,19,True,True,11.3,False,True,False,no_show,2026-01
E00208,L03,2026-01-02 14:04:00,propertyguru,portal_chat,,41,False,True,10.9,False,False,False,budget_mismatch,2026-01
E00209,L03,2026-01-02 14:22:00,mudah,portal_chat,,65,False,True,36.2,False,False,False,no_reply,2026-01
E00210,L01,2026-01-02 15:17:00,mudah,portal_chat,,28,False,True,24.4,False,False,False,requirement_mismatch,2026-01
E00211,L10,2026-01-02 15:38:00,propertyguru,portal_chat,,9,False,True,31.5,False,False,False,no_reply,2026-01
E00212,L06,2026-01-02 16:09:00,propertyguru,portal_chat,,81,False,True,14.8,False,False,False,budget_mismatch,2026-01
E00213,L10,2026-01-02 18:37:00,mudah,phone_call,,31,False,True,33.1,False,False,False,lowball,2026-01
E00214,L01,2026-01-02 18:39:00,propertyguru,portal_chat,,39,False,True,8.3,False,False,False,requirement_mismatch,2026-01
E00215,L06,2026-01-02 21:22:00,mudah,portal_chat,,47,False,True,105.8,True,False,False,requirement_mismatch,2026-01
E00216,L02,2026-01-02 22:34:00,meta_ads,whatsapp,Meta Rooms YoungPro,31,False,True,39.6,True,False,False,no_reply,2026-01
E00217,L02,2026-01-03 12:54:00,propertyguru,portal_chat,,18,False,True,79.3,True,False,False,requirement_mismatch,2026-01
E00218,L01,2026-01-03 14:16:00,propertyguru,portal_chat,,60,False,True,36.3,True,False,False,no_reply,2026-01
E00219,L03,2026-01-03 21:37:00,meta_ads,lead_form,Meta Rooms YoungPro,88,False,False,,True,False,False,unanswered,2026-01
E00220,L04,2026-01-04 11:15:00,mudah,portal_chat,,45,False,True,40.1,True,False,False,no_reply,2026-01
E00221,L04,2026-01-04 12:46:00,propertyguru,whatsapp,,11,True,True,31.2,True,True,True,lost_to_other,2026-01
